NCM,NCM_STR,NCM_DESCRICAO
3057100,03057100,-- Barbatanas de tubarão
3057100,03057100,"De tubarão seco, mesmo salgado mas não defumado"
3057200,03057200,"-- Cabeças, caudas e bexigas-natatórias, de peixes"
3057200,03057200,"De peixes defumados, mesmo em filés, exceto dos códigos 0305.41.00, 0305.42.00 e 0305.49.10"
3057200,03057200,"De peixes salgados, não secos nem defumados e peixes em salmoura, exceto dos códigos
0305.61.00 e 0305.62.00"
3057900,03057900,-- Outros
3057900,03057900,"De peixes defumados, mesmo em filés, exceto dos códigos 0305.41.00, 0305.42.00 e 0305.49.10"
3057900,03057900,"De peixes salgados, não secos nem defumados e peixes em salmoura, exceto dos códigos
0305.61.00 e 0305.62.00"
3061110,03061110,Inteiras
3061190,03061190,Outras
3061200,03061200,-- Lavagantes (Homarus spp.)
3061400,03061400,-- Caranguejos
3061500,03061500,-- Lagosta norueguesa (Lagostim*) (Nephrops norvegicus)
3061610,03061610,Inteiros
3061690,03061690,Outros
3061710,03061710,Inteiros
3061790,03061790,Outros
3061910,03061910,Krill (Euphausia superba)
3061990,03061990,Outros
3063100,03063100,"-- Lagostas (Palinurus spp., Panulirus spp., Jasus spp.)"
3063200,03063200,-- Lavagantes (Homarus spp.)
3063300,03063300,-- Caranguejos
3063400,03063400,-- Lagosta norueguesa (Lagostim*) (Nephrops norvegicus)
3063500,03063500,"-- Camarões de água fria (Pandalus spp., Crangon crangon)"
3063600,03063600,-- Outros camarões
3063910,03063910,Lagosta de água doce (Cherax quadricarinatus)
3063990,03063990,Outros
3069100,03069100,"-- Lagostas (Palinurus spp., Panulirus spp., Jasus spp.)"
3069200,03069200,-- Lavagantes (Homarus spp.)
3069300,03069300,-- Caranguejos
3069400,03069400,-- Lagosta norueguesa (Lagostim*) (Nephrops norvegicus)
3069500,03069500,-- Camarões
3069910,03069910,Lagosta de água doce (Cherax quadricarinatus)
3069990,03069990,Outros
3071100,03071100,"-- Vivas, frescas ou refrigeradas"
3071200,03071200,-- Congeladas
3071900,03071900,-- Outras
3072100,03072100,"-- Vivos, frescos ou refrigerados"
3072200,03072200,-- Congelados
3072900,03072900,-- Outros
3073100,03073100,"-- Vivos, frescos ou refrigerados"
3073200,03073200,-- Congelados
3073900,03073900,-- Outros
3074200,03074200,"-- Vivas, frescas ou refrigeradas"
3074310,03074310,Lulas
3074320,03074320,Sépias
3074900,03074900,-- Outras
3075100,03075100,"-- Vivos, frescos ou refrigerados"
3075200,03075200,-- Congelados
3075900,03075900,-- Outros
3076000,03076000,"- Caracóis, exceto os do mar"
3077100,03077100,"-- Vivos, frescos ou refrigerados"
3077200,03077200,-- Congelados
3077900,03077900,-- Outros
3078100,03078100,"-- Abalones (Orelhas-do-mar*) (Haliotis spp.) vivos, frescos ou refrigerados"
3078200,03078200,"-- Estrombos (Strombus spp.) vivos, frescos ou refrigerados"
3078300,03078300,-- Abalones (Orelhas-do-mar*) (Haliotis spp.) congelados
3078400,03078400,-- Estrombos (Strombus spp.) congelados
3078700,03078700,-- Outros abalones (orelhas-do-mar*) (Haliotis spp.)
3078800,03078800,-- Outros estrombos (Strombus spp.)
3079100,03079100,"-- Vivos, frescos ou refrigerados"
3079200,03079200,-- Congelados
3079900,03079900,-- Outros
3081100,03081100,"-- Vivos, frescos ou refrigerados"
3081200,03081200,-- Congelados
3081900,03081900,-- Outros
3082100,03082100,"-- Vivos, frescos ou refrigerados"
3082200,03082200,-- Congelados
3082900,03082900,-- Outros
3083000,03083000,- Medusas (águas-vivas) (Rhopilema spp.)
3089000,03089000,- Outros
3091000,03091000,- De peixe
3099000,03099000,- Outros
4011010,04011010,Leite UHT (Ultra High Temperature)
4011090,04011090,Outros
4012010,04012010,Leite UHT (Ultra High Temperature)
4012090,04012090,Outros
4014010,04014010,Leite
4014021,04014021,UHT (Ultra High Temperature)
4014021,04014021,Acondicionado em recipiente metálico hermeticamente fechado
4014029,04014029,Outros
4014029,04014029,Acondicionados em recipientes metálicos hermeticamente fechados
4015010,04015010,Leite
4015021,04015021,UHT (Ultra High Temperature)
4015021,04015021,Acondicionado em recipiente metálico hermeticamente fechado
4015029,04015029,Outros
4015029,04015029,Acondicionados em recipientes metálicos hermeticamente fechados
4021010,04021010,"Com um teor de arsênio, chumbo ou cobre, considerados isoladamente, inferior a 5 ppm"
4021090,04021090,Outros
4022110,04022110,Leite integral
4022120,04022120,Leite parcialmente desnatado
4022130,04022130,Creme de leite (nata)
4022910,04022910,Leite integral
4022920,04022920,Leite parcialmente desnatado
4022930,04022930,Creme de leite (nata)
4029100,04029100,-- Sem adição de açúcar ou de outros edulcorantes
4029100,04029100,Leite em estado líquido
4029900,04029900,-- Outros
4029900,04029900,Leite em estado líquido
4032000,04032000,- Iogurte
4032000,04032000,Acondicionado em embalagem de apresentação
4039000,04039000,- Outros
4039000,04039000,Acondicionados em embalagem de apresentação
4041000,04041000,"- Soro de leite, modificado ou não, mesmo concentrado ou adicionado de açúcar ou de outros edulcorantes"
4041000,04041000,"Concentrado ou adicionado de açúcar ou de outros edulcorantes, em estado pastoso ou
sólido"
4049000,04049000,- Outros
4049000,04049000,"Concentrado ou adicionado de açúcar ou de outros edulcorantes, em estado pastoso ou
sólido"
4051000,04051000,- Manteiga
4052000,04052000,- Pasta de espalhar (barrar) de produtos provenientes do leite
4059010,04059010,Óleo butírico de manteiga (butter oil)
4059090,04059090,Outras
4061010,04061010,Mozarela
4061090,04061090,Outros
4062000,04062000,"- Queijos ralados ou em pó, de qualquer tipo"
4063000,04063000,"- Queijos fundidos, exceto ralados ou em pó"
4064000,04064000,"- Queijos de pasta mofada (azul) e outros queijos que apresentem veios obtidos utilizando
Penicillium roqueforti"
4069010,04069010,"Com um teor de umidade inferior a 36,0 %, em peso (massa dura)"
4069020,04069020,"Com um teor de umidade igual ou superior a 36,0 % e inferior a 46,0 %, em peso (massa
semidura)"
4069030,04069030,"Com um teor de umidade igual ou superior a 46,0 % e inferior a 55,0 %, em peso (massa macia)"
4069090,04069090,Outros
4071100,04071100,-- De aves da espécie Gallus domesticus
4071900,04071900,-- Outros
4072100,04072100,-- De aves da espécie Gallus domesticus
4072900,04072900,-- Outros
4079000,04079000,- Outros
4081100,04081100,-- Secas
4081900,04081900,-- Outras
4081900,04081900,Frescas
4089100,04089100,-- Secos
4089900,04089900,-- Outros
4089900,04089900,Frescos
4090000,04090000,Mel natural.
4090000,04090000,Acondicionado em embalagem de apresentação
4101000,04101000,- Insetos
4109000,04109000,- Outros
5010000,05010000,"Cabelo em bruto, mesmo lavado ou desengordurado; desperdícios de cabelo."
5021011,05021011,"Lavadas, alvejadas ou desengorduradas, mesmo tintas"
5021019,05021019,Outras
5021090,05021090,Outros
5029010,05029010,Pelos
5029020,05029020,Desperdícios
5040011,05040011,De bovinos
5040012,05040012,De ovinos
5040013,05040013,De suínos
5040019,05040019,Outras
5040090,05040090,Outros
5051000,05051000,- Penas do tipo utilizado para enchimento ou estofamento; penugem
5059000,05059000,- Outros
5061000,05061000,- Osseína e ossos acidulados
5069000,05069000,- Outros
5071000,05071000,- Marfim; pó e desperdícios de marfim
5079000,05079000,- Outros
5080000,05080000,"Coral e matérias semelhantes, em bruto ou simplesmente preparados, mas não trabalhados de outro modo; conchas e carapaças de moluscos, crustáceos ou de equinodermes e ossos de sépias (chocos*) (chocos e chopos*), em bruto ou simplesmente preparados, mas não cortados em forma determinada, seus pós e desperdícios."
5100010,05100010,Pâncreas de bovino
5100090,05100090,Outros
5111000,05111000,- Sêmen de bovino
5119110,05119110,"Ovas de peixe fecundadas, para reprodução"
5119190,05119190,Outros
5119910,05119910,Embriões de animais
5119920,05119920,Sêmen animal
5119930,05119930,Ovos de bicho-da-seda
5119991,05119991,"Crinas e seus desperdícios, mesmo em mantas, mesmo com suporte"
5119999,05119999,Outros
6011000,06011000,"- Bulbos, tubérculos, raízes tuberosas, cormos, coroas e rizomas, em repouso vegetativo"
6012000,06012000,"- Bulbos, tubérculos, raízes tuberosas, cormos, coroas e rizomas, em vegetação ou em flor; mudas, plantas e raízes de chicória"
6021000,06021000,- Estacas não enraizadas e enxertos
6022000,06022000,"- Árvores, arbustos e silvados, de fruta, enxertados ou não"
6023000,06023000,"- Rododendros e azaleias, enxertados ou não"
6024000,06024000,"- Roseiras, enxertadas ou não"
6029010,06029010,Micélios de cogumelos
6029021,06029021,De orquídea
6029029,06029029,Outras
6029081,06029081,De cana-de-açúcar
6029082,06029082,De videira
6029083,06029083,De café
6029089,06029089,Outras
6029090,06029090,Outras
6031100,06031100,-- Rosas
6031200,06031200,-- Cravos
6031300,06031300,-- Orquídeas
6031400,06031400,-- Crisântemos
6031500,06031500,-- Lírios (Lilium spp.)
6031900,06031900,-- Outros
6039000,06039000,- Outros
6042000,06042000,- Frescos
6049000,06049000,- Outros
7011000,07011000,- Batata-semente
7019000,07019000,- Outras
7020000,07020000,"Tomates, frescos ou refrigerados."
7031011,07031011,Para semeadura (sementeira)
7031019,07031019,Outras
7031021,07031021,Para semeadura (sementeira)
7031029,07031029,Outras
7032010,07032010,Para semeadura (sementeira)
7032090,07032090,Outros
7039010,07039010,Para semeadura (sementeira)
7039090,07039090,Outros
7041000,07041000,- Couve-flor e brócolis
7042000,07042000,- Couve-de-bruxelas
7049000,07049000,- Outros
7051100,07051100,-- Repolhuda
7051900,07051900,-- Outra
7052100,07052100,-- Endívia (Cichorium intybus var. foliosum)
7052900,07052900,-- Outras
7061000,07061000,- Cenouras e nabos
7069000,07069000,- Outros
7070000,07070000,"Pepinos e pepininhos (cornichons), frescos ou refrigerados."
7081000,07081000,- Ervilhas (Pisum sativum)
7082000,07082000,"- Feijões (Vigna spp., Phaseolus spp.)"
7089000,07089000,- Outros legumes de vagem
7092000,07092000,- Aspargos
7093000,07093000,- Berinjelas
7094000,07094000,"- Aipo, exceto aipo-rábano"
7095100,07095100,-- Cogumelos do gênero Agaricus
7095200,07095200,-- Cogumelos do gênero Boletus
7095300,07095300,-- Cogumelos do gênero Cantharellus
7095400,07095400,-- Shitake (Lentinus edodes)
7095500,07095500,"-- Matsutake (Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum)"
7095600,07095600,-- Trufas (Tuber spp.)
7095900,07095900,-- Outros
7096000,07096000,- Pimentões (pimentos) e pimentas do gênero Capsicum ou do gênero Pimenta
7097000,07097000,"- Espinafres, espinafres-da-nova-zelândia e espinafres gigantes"
7099100,07099100,-- Alcachofras
7099200,07099200,-- Azeitonas
7099300,07099300,"-- Abóboras, abobrinhas (curgetes*) e cabaças (Cucurbita spp.)"
7099911,07099911,Para semeadura (sementeira)
7099919,07099919,Outros
7099990,07099990,Outros
7101000,07101000,- Batatas
7102100,07102100,-- Ervilhas (Pisum sativum)
7102200,07102200,"-- Feijões (Vigna spp., Phaseolus spp.)"
7102900,07102900,-- Outros
7103000,07103000,"- Espinafres, espinafres-da-nova-zelândia e espinafres gigantes"
7104000,07104000,- Milho doce
7108000,07108000,- Outros produtos hortícolas
7109000,07109000,- Misturas de produtos hortícolas
7112010,07112010,Com água salgada
7112020,07112020,Com água sulfurada ou adicionada de outras substâncias
7112090,07112090,Outras
7114000,07114000,- Pepinos e pepininhos (cornichons)
7114000,07114000,"Com água salgada, sulfurada ou adicionada de outras substâncias"
7115100,07115100,-- Cogumelos do gênero Agaricus
7115100,07115100,"Com água salgada, sulfurada ou adicionada de outras substâncias"
7115900,07115900,-- Outros
7115900,07115900,"Com água salgada, sulfurada ou adicionada de outras substâncias"
7119000,07119000,- Outros produtos hortícolas; misturas de produtos hortícolas
7119000,07119000,"Com água salgada, sulfurada ou adicionada de outras substâncias"
7122000,07122000,- Cebolas
7123100,07123100,-- Cogumelos do gênero Agaricus
7123200,07123200,-- Orelhas-de-judas (Auricularia spp.)
7123300,07123300,-- Tremelas (Tremella spp.)
7123400,07123400,-- Shitake (Lentinus edodes)
7123900,07123900,-- Outros
7129020,07129020,Alho
7129090,07129090,Outros
7129090,07129090,Milho doce
7131010,07131010,Para semeadura (sementeira)
7131090,07131090,Outras
7132010,07132010,Para semeadura (sementeira)
7132090,07132090,Outros
7133110,07133110,Para semeadura (sementeira)
7133190,07133190,Outros
7133210,07133210,Para semeadura (sementeira)
7133290,07133290,Outros
7133311,07133311,Para semeadura (sementeira)
7133319,07133319,Outros
7133321,07133321,Para semeadura (sementeira)
7133329,07133329,Outros
7133391,07133391,Para semeadura (sementeira)
7133399,07133399,Outros
7133410,07133410,Para semeadura (sementeira)
7133490,07133490,Outros
7133510,07133510,Para semeadura (sementeira)
7133590,07133590,Outros
7133910,07133910,Para semeadura (sementeira)
7133990,07133990,Outros
7134010,07134010,Para semeadura (sementeira)
7134090,07134090,Outras
7135010,07135010,Para semeadura (sementeira)
7135090,07135090,Outras
7136010,07136010,Para semeadura (sementeira)
7136090,07136090,Outros
7139010,07139010,Para semeadura (sementeira)
7139090,07139090,Outros
7141000,07141000,- Raízes de mandioca
7142000,07142000,- Batatas-doces
7143000,07143000,- Inhames (Dioscorea spp.)
7144000,07144000,- Taros (inhames-brancos) (Colocasia spp.)
7145000,07145000,- Mangaritos (Orelhas-de-elefante*) (Xanthosoma spp.)
7149000,07149000,- Outros
8011100,08011100,-- Dessecados
8011100,08011100,Acondicionados em embalagens de apresentação
8011200,08011200,-- Na casca interna (endocarpo)
8011900,08011900,-- Outros
8012100,08012100,-- Com casca
8012100,08012100,Seca e acondicionada em embalagem de apresentação
8012200,08012200,-- Sem casca
8012200,08012200,Seca e acondicionada em embalagem de apresentação
8013100,08013100,-- Com casca
8013100,08013100,Seca e acondicionada em embalagem de apresentação
8013200,08013200,-- Sem casca
8013200,08013200,Seca e acondicionada em embalagem de apresentação
8021100,08021100,-- Com casca
8021200,08021200,-- Sem casca
8022100,08022100,-- Com casca
8022200,08022200,-- Sem casca
8023100,08023100,-- Com casca
8023200,08023200,-- Sem casca
8024100,08024100,-- Com casca
8024200,08024200,-- Sem casca
8025100,08025100,-- Com casca
8025200,08025200,-- Sem casca
8026100,08026100,-- Com casca
8026200,08026200,-- Sem casca
8027000,08027000,- Nozes-de-cola (Cola spp.)
8028000,08028000,- Nozes-de-areca (nozes de bétele)
8029100,08029100,"-- Pinhões, com casca"
8029200,08029200,"-- Pinhões, sem casca"
8029900,08029900,-- Outra
8031000,08031000,- Bananas-da-terra (Bananas-pão*) (Plátanos*)
8031000,08031000,Secas e acondicionadas em embalagens de apresentação
8039000,08039000,- Outras
8039000,08039000,Secas e acondicionadas em embalagens de apresentação
8041010,08041010,Frescas
8041020,08041020,Secas
8042010,08042010,Frescos
8042020,08042020,Secos
8043000,08043000,- Abacaxis (ananases)
8043000,08043000,Secos e acondicionados em embalagens de apresentação
8044000,08044000,- Abacates
8044000,08044000,Secos e acondicionados em embalagens de apresentação
8045010,08045010,Goiabas
8045010,08045010,Secas e acondicionadas em embalagens de apresentação
8045020,08045020,Mangas
8045020,08045020,Secas e acondicionadas em embalagens de apresentação
8045030,08045030,Mangostões
8045030,08045030,Secos
8051000,08051000,- Laranjas
8051000,08051000,Secas
8052100,08052100,-- Mandarinas (incluindo as tangerinas e as satsumas)
8052100,08052100,Secas
8052200,08052200,-- Clementinas
8052200,08052200,Secas
8052900,08052900,-- Outros
8052900,08052900,Secos
8054000,08054000,- Toranjas e pomelos
8054000,08054000,Secos
8055000,08055000,"- Limões (Citrus limon, Citrus limonum) e limas (Citrus aurantifolia, Citrus latifolia)"
8055000,08055000,Secos
8059000,08059000,- Outros
8059000,08059000,Secos
8061000,08061000,- Frescas
8062000,08062000,- Secas (passas)
8071100,08071100,-- Melancias
8071900,08071900,-- Outros
8072000,08072000,- Mamões (papaias)
8081000,08081000,- Maçãs
8083000,08083000,- Peras
8084000,08084000,- Marmelos
8091000,08091000,- Damascos
8092100,08092100,-- Ginjas (Prunus cerasus)
8092900,08092900,-- Outras
8093010,08093010,"Pêssegos, excluindo as nectarinas"
8093020,08093020,Nectarinas
8094000,08094000,- Ameixas e abrunhos
8101000,08101000,- Morangos
8102000,08102000,"- Framboesas, amoras, incluindo as silvestres, e amoras-framboesas"
8103000,08103000,"- Groselhas, incluindo o cassis"
8104000,08104000,"- Airelas, mirtilos e outra fruta do gênero Vaccinium"
8105000,08105000,- Kiwis (quivis)
8106000,08106000,- Duriões (duriangos)
8107000,08107000,- Caquis (dióspiros)
8109011,08109011,Carambolas (Averrhoa carambola)
8109012,08109012,Anonas e outras frutas do gênero Annona
8109013,08109013,Jacas (Artocarpus heterophyllus)
8109014,08109014,Lechias (Litchi chinensis)
8109015,08109015,Maracujás (Passiflora edulis)
8109016,08109016,"Pitaias (Hylocereus spp., Selenicereus undatus)"
8109017,08109017,Tamarindos (Tamarindus indica)
8109090,08109090,Outra
8111000,08111000,- Morangos
8111000,08111000,Adicionados de açúcar ou de outros edulcorantes
8112000,08112000,"- Framboesas, amoras, incluindo as silvestres, amoras-framboesas e groselhas"
8112000,08112000,Adicionados de açúcar ou de outros edulcorantes
8119000,08119000,- Outra
8119000,08119000,Adicionados de açúcar ou de outros edulcorantes
8121000,08121000,- Cerejas
8129000,08129000,- Outra
8131000,08131000,- Damascos
8132010,08132010,Com caroço
8132020,08132020,Sem caroço
8133000,08133000,- Maçãs
8134010,08134010,Peras
8134090,08134090,Outra
8135000,08135000,"- Misturas de fruta seca ou de fruta de casca rija, do presente Capítulo"
8140000,08140000,"Cascas de citros (citrinos), de melões ou de melancias, frescas, secas, congeladas ou apresentadas em água salgada, sulfurada ou adicionada de outras substâncias destinadas a assegurar transitoriamente a sua conservação."
9011110,09011110,Em grão
9011190,09011190,Outros
9011190,09011190,Moídos
9011200,09011200,-- Descafeinado
9012100,09012100,-- Não descafeinado
9012200,09012200,-- Descafeinado
9019000,09019000,- Outros
9019000,09019000,Cascas e películas de café
9021000,09021000,- Chá verde (não fermentado) em embalagens imediatas de conteúdo não superior a 3 kg
9022000,09022000,- Chá verde (não fermentado) apresentado de qualquer outra forma
9023000,09023000,"- Chá preto (fermentado) e chá parcialmente fermentado, em embalagens imediatas de conteúdo não superior a 3 kg"
